rebalancing__type,rebalancing__n_neighbors,rebalancing__k_neighbors,prototype,normalization__with_std,normalization__with_scaling,normalization__with_mean,normalization__with_centering,normalization__type,mitigation__type,mitigation__reconstruct_weight,mitigation__n_prototypes,mitigation__fairness_weight,mitigation__alpha,features__type,features__n_components,features__k,eval__total_time,eval__status,eval__score_time,eval__flatten_demographic_parity_ratio,eval__flatten_balanced_accuracy,eval__fit_time,eval__demographic_parity_ratio,eval__by_group__male_single,eval__by_group__male_mar/wid,eval__by_group__male_div/sep,eval__by_group__female_div/dep/mar,eval__balanced_accuracy,eval__absolute_time,classification__weights,classification__type,classification__solver,classification__n_neurons,classification__n_neighbors,classification__n_hidden_layers,classification__n_estimators,classification__min_samples_split,classification__metric,classification__max_leaf_nodes,classification__max_features,classification__max_depth,classification__learning_rate,classification__criterion,classification__bootstrap,classification__alpha,classification__activation
FunctionTransformer,,,mitigation_features_normalization_rebalancing_classification,,,,,PowerTransformer,CorrelationRemover,,,,0.5,FunctionTransformer,,,3.814697265625e-06,already_evaluated,0.033129549026489256,0.76_0.42_0.81_0.6_0.81,0.61_0.66_0.64_0.61_0.59,0.03365516662597656,0.6810822755745434,0.9,0.99,0.71,0.75,0.6204761904761905,1746706498.5385873,uniform,KNeighborsClassifier,,,5,,,,manhattan,,,,,,,,
NearMiss,2,,normalization_mitigation_rebalancing_features_classification,,,,,FunctionTransformer,LFR_wrapper,0.5,200,0.1,,FunctionTransformer,,,5.4836273193359375e-06,already_evaluated,0.009099912643432618,0.4_0.51_0.4_0.32_0.83,0.47_0.54_0.49_0.42_0.53,1.2273336410522462,0.4918489782816159,0.72,0.88,0.57,0.78,0.488095238095238,1746706498.564235,,RandomForestClassifier,,,,,75,2,,6,2,3,,entropy,False,,
NearMiss,2,,features_rebalancing_mitigation_normalization_classification,,,,,PowerTransformer,CorrelationRemover,,,,0.25,FunctionTransformer,,,5.0067901611328125e-06,already_evaluated,0.07415080070495605,0.36_0.69_0.84_0.68_0.89,0.64_0.67_0.7_0.67_0.59,0.08902316093444824,0.6927400719205302,0.88,0.97,0.72,0.81,0.655952380952381,1746706498.5949945,distance,KNeighborsClassifier,,,17,,,,euclidean,,,,,,,,
FunctionTransformer,,,mitigation_features_rebalancing_normalization_classification,,,,,MinMaxScaler,LFR_wrapper,1.0,100,0.1,,FunctionTransformer,,,7.152557373046875e-06,already_evaluated,0.0055659770965576175,0.89_1.0_0.96_0.9_0.99,0.53_0.5_0.51_0.51_0.5,1.073052215576172,0.9484347962327873,0.96,1.0,0.97,0.97,0.5088095238095238,1746706498.6314957,,MLPClassifier,lbfgs,5,,1,,,,,,,constant,,,0.0001,logistic
FunctionTransformer,,,features_mitigation_normalization_rebalancing_classification,,True,,True,RobustScaler,CorrelationRemover,,,,0.75,FunctionTransformer,,,5.9604644775390625e-06,already_evaluated,0.0038081645965576173,0.9_1.0_1.0_1.0_1.0,0.5_0.5_0.5_0.5_0.5,0.019460773468017577,0.9800000000000001,1.0,1.0,0.98,1.0,0.4992857142857143,1746706498.6604137,,RandomForestClassifier,,,,,10,2,,4,2,5,,entropy,True,,
FunctionTransformer,,,rebalancing_features_mitigation_normalization_classification,,,,,MinMaxScaler,CorrelationRemover,,,,0.25,FunctionTransformer,,,6.198883056640625e-06,already_evaluated,0.005098676681518555,0.8_0.97_0.73_0.57_0.48,0.59_0.64_0.61_0.63_0.66,0.9382805347442627,0.7113840025329113,0.98,0.94,0.76,0.88,0.6254761904761905,1746706498.6895306,,MLPClassifier,lbfgs,50,,5,,,,,,,adaptive,,,0.0001,relu
NearMiss,3,,features_rebalancing_mitigation_normalization_classification,,False,,False,RobustScaler,LFR_wrapper,0.1,50,0.5,,FunctionTransformer,,,6.4373016357421875e-06,already_evaluated,0.0064524650573730465,0.78_1.0_0.95_nan_1.0,0.48_0.5_0.5_0.5_0.5,4.320560359954834,-inf,0.98,0.94,1.0,0.97,0.4961904761904762,1746706498.722914,,MLPClassifier,sgd,50,,1,,,,,,,invscaling,,,0.001,tanh
SMOTE,,7,rebalancing_mitigation_features_normalization_classification,,,,,FunctionTransformer,LFR_wrapper,0.1,50,0.1,,PCA,4,,4.0531158447265625e-06,already_evaluated,0.008144569396972657,0.89_0.48_0.9_0.77_0.74,0.53_0.55_0.49_0.55_0.52,1.0384942531585692,0.7556397237539954,0.81,0.99,0.78,0.89,0.5278571428571428,1746706498.7553108,,RandomForestClassifier,,,,,50,4,,3,3,2,,entropy,True,,
SMOTE,,6,rebalancing_features_normalization_mitigation_classification,,,,,FunctionTransformer,CorrelationRemover,,,,0.25,FunctionTransformer,,,1.4066696166992188e-05,already_evaluated,0.004295873641967774,0.32_0.62_0.48_0.47_0.4,0.6_0.64_0.65_0.66_0.69,0.04986062049865723,0.45849191771817405,1.0,0.79,0.5,0.71,0.6490476190476191,1746706498.7882836,,RandomForestClassifier,,,,,10,4,,2,3,5,,gini,False,,
NearMiss,4,,rebalancing_mitigation_normalization_features_classification,,,,,FunctionTransformer,CorrelationRemover,,,,1.0,FunctionTransformer,,,4.0531158447265625e-06,already_evaluated,0.005306100845336914,0.13_0.12_0.24_0.13_0.0,0.63_0.6_0.54_0.59_0.57,0.14421439170837402,0.12350915750915752,0.79,0.93,0.12,0.9,0.5878571428571429,1746706498.8221748,,RandomForestClassifier,,,,,50,5,,6,3,1,,gini,True,,
SMOTE,,7,mitigation_features_normalization_rebalancing_classification,,,,,PowerTransformer,LFR_wrapper,2.0,100,1.0,,SelectKBest,,6,8.106231689453125e-06,already_evaluated,0.006815004348754883,0.84_0.6_0.86_0.63_0.74,0.56_0.58_0.55_0.52_0.52,1.0076398372650146,0.7341256179233392,0.83,0.92,0.88,0.87,0.5457142857142857,1746706498.859171,,MLPClassifier,lbfgs,5,,1,,,,,,,constant,,,0.0001,logistic
FunctionTransformer,,,mitigation_normalization_features_rebalancing_classification,,False,,True,RobustScaler,LFR_wrapper,0.5,10,2.0,,PCA,6,,3.5762786865234375e-06,already_evaluated,0.008472442626953125,0.96_0.9_1.0_1.0_1.0,0.54_0.55_0.5_0.5_0.5,0.9761114597320557,0.9727272727272727,0.98,1.0,0.98,0.98,0.5180952380952382,1746706498.8956592,,RandomForestClassifier,,,,,25,4,,5,3,3,,gini,False,,
FunctionTransformer,,,mitigation_features_rebalancing_normalization_classification,False,,True,,StandardScaler,CorrelationRemover,,,,0.25,FunctionTransformer,,,4.0531158447265625e-06,already_evaluated,0.0039365291595458984,1.0_1.0_1.0_1.0_1.0,0.5_0.5_0.5_0.5_0.5,0.016374969482421876,1.0,1.0,1.0,1.0,1.0,0.5,1746706498.9341326,,RandomForestClassifier,,,,,10,2,,5,1,1,,gini,True,,
NearMiss,1,,mitigation_features_normalization_rebalancing_classification,,,,,PowerTransformer,LFR_wrapper,1.0,100,1.0,,SelectKBest,,7,4.291534423828125e-06,already_evaluated,0.0062904834747314455,0.81_0.63_0.84_0.79_0.38,0.58_0.59_0.54_0.56_0.52,0.9221786975860595,0.6904518195953532,0.81,0.9,0.84,0.92,0.5583333333333332,1746706498.9714413,,MLPClassifier,adam,5,,1,,,,,,,adaptive,,,0.0001,relu
NearMiss,2,,rebalancing_mitigation_features_normalization_classification,True,,True,,StandardScaler,CorrelationRemover,,,,0.25,PCA,5,,3.5762786865234375e-06,already_evaluated,0.0034629344940185548,0.33_0.72_0.55_0.81_0.17,0.63_0.64_0.61_0.61_0.53,0.14040021896362304,0.5160745479242077,0.81,0.99,0.55,0.82,0.6042857142857143,1746706499.009846,,MLPClassifier,lbfgs,5,,1,,,,,,,constant,,,0.0001,logistic
FunctionTransformer,,,mitigation_rebalancing_features_normalization_classification,,True,,False,RobustScaler,LFR_wrapper,0.1,100,0.1,,SelectKBest,,5,4.0531158447265625e-06,already_evaluated,0.009947443008422851,1.0_1.0_0.97_1.0_1.0,0.5_0.5_0.5_0.5_0.5,1.1850135326385498,0.9944954128440366,0.99,1.0,1.0,1.0,0.5002380952380953,1746706499.0507815,,RandomForestClassifier,,,,,75,6,,5,2,3,,entropy,False,,
SMOTE,,6,mitigation_normalization_rebalancing_features_classification,,,,,MinMaxScaler,CorrelationRemover,,,,0.75,PCA,5,,4.0531158447265625e-06,already_evaluated,0.012970781326293946,0.41_0.55_0.53_0.73_0.45,0.67_0.67_0.7_0.64_0.66,0.030228900909423827,0.5359069478908188,0.93,0.95,0.54,0.85,0.6707142857142857,1746706499.095147,uniform,KNeighborsClassifier,,,13,,,,euclidean,,,,,,,,
FunctionTransformer,,,mitigation_features_rebalancing_normalization_classification,,True,,True,RobustScaler,LFR_wrapper,2.0,50,0.1,,SelectKBest,,4,4.0531158447265625e-06,already_evaluated,0.005515241622924804,0.95_1.0_0.99_1.0_1.0,0.54_0.5_0.51_0.5_0.5,0.7442227363586426,0.9887533729087966,1.0,1.0,0.99,1.0,0.509047619047619,1746706499.1412182,,MLPClassifier,lbfgs,5,,1,,,,,,,invscaling,,,0.0001,logistic
SMOTE,,6,mitigation_normalization_rebalancing_features_classification,,True,,True,RobustScaler,LFR_wrapper,0.1,10,0.1,,SelectKBest,,9,3.814697265625e-06,already_evaluated,0.018609094619750976,0.81_0.9_0.95_0.89_0.74,0.63_0.5_0.5_0.51_0.53,1.31223521232605,0.8583362693010518,0.88,1.0,0.89,0.93,0.5347619047619048,1746706499.190997,uniform,KNeighborsClassifier,,,12,,,,euclidean,,,,,,,,
FunctionTransformer,,,mitigation_normalization_features_rebalancing_classification,False,,True,,StandardScaler,LFR_wrapper,0.1,10,0.1,,FunctionTransformer,,,3.0279159545898438e-05,already_evaluated,0.06276888847351074,1.0_0.88_0.99_1.0_0.94,0.5_0.53_0.5_0.5_0.53,0.9342879772186279,0.9626726564665044,0.96,1.0,0.99,0.98,0.5116666666666666,1746706499.247776,uniform,KNeighborsClassifier,,,10,,,,euclidean,,,,,,,,
SMOTE,,7,features_mitigation_normalization_rebalancing_classification,,,,,MinMaxScaler,LFR_wrapper,0.1,100,1.0,,FunctionTransformer,,,4.0531158447265625e-06,already_evaluated,0.07364387512207031,0.95_0.46_0.99_0.98_1.0,0.53_0.49_0.51_0.49_0.5,1.7529861450195312,0.8784410146647496,0.95,0.89,1.0,0.92,0.505,1746706499.2995555,uniform,KNeighborsClassifier,,,3,,,,euclidean,,,,,,,,
SMOTE,,5,mitigation_rebalancing_features_normalization_classification,False,,False,,StandardScaler,LFR_wrapper,0.5,50,0.5,,PCA,6,,3.814697265625e-06,already_evaluated,0.007409334182739258,nan_nan_nan_nan_nan,0.5_0.5_0.5_0.5_0.5,1.4572961330413818,-inf,-inf,-inf,-inf,-inf,0.5,1746706499.3501139,,MLPClassifier,sgd,5,,1,,,,,,,invscaling,,,0.01,logistic
FunctionTransformer,,,mitigation_normalization_features_rebalancing_classification,False,,False,,StandardScaler,LFR_wrapper,2.0,200,0.1,,SelectKBest,,2,4.291534423828125e-06,already_evaluated,0.006335783004760742,1.0_1.0_0.97_0.9_0.9,0.5_0.5_0.5_0.52_0.54,1.3056680679321289,0.9544954128440366,0.96,1.0,0.96,0.98,0.5119047619047619,1746706499.4018312,,MLPClassifier,lbfgs,25,,5,,,,,,,invscaling,,,0.001,logistic
FunctionTransformer,,,mitigation_normalization_rebalancing_features_classification,True,,True,,StandardScaler,LFR_wrapper,1.0,10,0.5,,PCA,8,,3.814697265625e-06,already_evaluated,0.018580818176269533,1.0_1.0_0.97_1.0_1.0,0.5_0.5_0.5_0.5_0.5,0.7321945190429687,0.9944954128440366,0.99,1.0,1.0,1.0,0.5002380952380953,1746706499.4544506,uniform,KNeighborsClassifier,,,10,,,,minkowski,,,,,,,,
FunctionTransformer,,,rebalancing_features_mitigation_normalization_classification,True,,False,,StandardScaler,LFR_wrapper,0.5,50,0.1,,FunctionTransformer,,,3.814697265625e-06,already_evaluated,0.005455303192138672,1.0_0.9_0.97_1.0_0.9,0.5_0.57_0.5_0.5_0.54,1.541395330429077,0.9544954128440366,0.96,1.0,0.96,0.97,0.5223809523809524,1746706499.5108283,,MLPClassifier,lbfgs,5,,5,,,,,,,adaptive,,,0.001,relu
NearMiss,2,,rebalancing_mitigation_normalization_features_classification,,,,,PowerTransformer,LFR_wrapper,0.1,10,0.1,,SelectKBest,,2,3.814697265625e-06,already_evaluated,0.006134176254272461,,,6.812184572219849,-inf,-inf,-inf,-inf,-inf,-inf,1746706499.5664463,distance,KNeighborsClassifier,,,12,,,,minkowski,,,,,,,,
FunctionTransformer,,,mitigation_features_normalization_rebalancing_classification,,,,,PowerTransformer,CorrelationRemover,,,,0.25,SelectKBest,,5,3.5762786865234375e-06,already_evaluated,0.003907632827758789,0.85_0.88_0.82_0.7_0.76,0.68_0.69_0.61_0.63_0.64,0.12590570449829103,0.8021786234310533,0.99,0.95,0.84,0.92,0.6519047619047619,1746706499.620439,,MLPClassifier,lbfgs,25,,1,,,,,,,constant,,,1e-05,tanh
NearMiss,4,,mitigation_features_normalization_rebalancing_classification,,,,,PowerTransformer,LFR_wrapper,0.1,10,0.1,,FunctionTransformer,,,3.814697265625e-06,already_evaluated,0.011883068084716796,0.45_0.49_0.83_0.9_0.15,0.56_0.5_0.55_0.52_0.52,1.126149845123291,0.5649686783937548,0.78,0.9,0.7,0.84,0.5288095238095238,1746706499.6800885,,RandomForestClassifier,,,,,100,3,,5,4,1,,entropy,False,,
SMOTE,,7,rebalancing_mitigation_features_normalization_classification,,,,,FunctionTransformer,CorrelationRemover,,,,0.25,SelectKBest,,4,3.814697265625e-06,already_evaluated,0.0054415702819824215,0.5_0.65_0.46_0.76_0.61,0.65_0.69_0.7_0.64_0.69,0.1225057601928711,0.5957583271078511,0.97,0.81,0.6,0.87,0.6719047619047618,1746706499.732999,,RandomForestClassifier,,,,,50,2,,5,4,1,,entropy,True,,
SMOTE,,6,mitigation_rebalancing_normalization_features_classification,False,,True,,StandardScaler,LFR_wrapper,0.1,10,1.0,,PCA,4,,3.5762786865234375e-06,already_evaluated,0.007713174819946289,0.56_0.6_0.7_0.7_0.74,0.45_0.55_0.54_0.52_0.54,0.9960608959197998,0.659255861365953,0.76,0.91,0.81,0.81,0.5173809523809523,1746706499.7886987,,RandomForestClassifier,,,,,10,4,,4,2,3,,gini,True,,
SMOTE,,6,mitigation_features_rebalancing_normalization_classification,,,,,MinMaxScaler,CorrelationRemover,,,,0.5,FunctionTransformer,,,3.5762786865234375e-06,already_evaluated,0.007299232482910156,0.14_0.37_0.24_0.5_0.37,0.66_0.65_0.65_0.65_0.7,0.1605377197265625,0.32230039525691695,1.0,0.53,0.32,0.6,0.6621428571428571,1746706499.8453183,,RandomForestClassifier,,,,,75,4,,4,2,2,,gini,True,,
NearMiss,2,,mitigation_features_rebalancing_normalization_classification,True,,False,,StandardScaler,CorrelationRemover,,,,0.25,FunctionTransformer,,,3.814697265625e-06,already_evaluated,0.004639720916748047,0.56_0.64_0.45_0.44_0.0,0.65_0.59_0.56_0.59_0.6,0.06706151962280274,0.41751530837699635,0.8,1.0,0.47,0.68,0.6002380952380952,1746706499.901291,,RandomForestClassifier,,,,,10,4,,4,2,3,,gini,True,,
SMOTE,,5,rebalancing_mitigation_features_normalization_classification,,,,,MinMaxScaler,CorrelationRemover,,,,0.25,FunctionTransformer,,,4.0531158447265625e-06,already_evaluated,0.0033578872680664062,0.18_0.74_0.79_0.76_0.63,0.66_0.68_0.69_0.66_0.65,0.34525532722473146,0.6193422776403208,0.89,0.83,0.69,0.87,0.67,1746706499.9587007,,MLPClassifier,adam,5,,1,,,,,,,adaptive,,,0.0001,tanh
NearMiss,1,,mitigation_normalization_rebalancing_features_classification,,,,,MinMaxScaler,LFR_wrapper,1.0,100,0.1,,SelectKBest,,8,3.5762786865234375e-06,already_evaluated,0.005487918853759766,0.84_0.78_0.9_0.6_0.74,0.56_0.6_0.5_0.61_0.51,1.074660301208496,0.7722102288352591,0.86,0.92,0.89,0.9,0.5566666666666666,1746706500.021959,,MLPClassifier,lbfgs,5,,1,,,,,,,constant,,,0.0001,logistic
NearMiss,2,,rebalancing_mitigation_features_normalization_classification,False,,True,,StandardScaler,LFR_wrapper,1.0,10,2.0,,PCA,2,,3.814697265625e-06,already_evaluated,0.007340669631958008,0.42_0.48_0.72_0.71_0.0,0.55_0.55_0.55_0.52_0.5,7.20869631767273,0.4653460362267701,0.61,1.0,0.51,0.81,0.5333333333333334,1746706500.0855815,,RandomForestClassifier,,,,,10,6,,6,3,4,,entropy,False,,
SMOTE,,8,features_mitigation_rebalancing_normalization_classification,,False,,False,RobustScaler,LFR_wrapper,1.0,100,0.5,,FunctionTransformer,,,4.0531158447265625e-06,already_evaluated,0.005394268035888672,0.49_1.0_1.0_1.0_0.95,0.45_0.5_0.5_0.5_0.5,0.6550503730773926,0.8866959064327485,0.98,0.89,1.0,0.95,0.48904761904761906,1746706500.150231,,MLPClassifier,sgd,5,,10,,,,,,,constant,,,1e-05,relu
FunctionTransformer,,,features_rebalancing_mitigation_normalization_classification,,,,,PowerTransformer,LFR_wrapper,0.5,100,2.0,,FunctionTransformer,,,2.574920654296875e-05,already_evaluated,0.011857366561889649,1.0_0.9_0.98_0.9_1.0,0.5_0.56_0.5_0.52_0.5,0.9902361392974853,0.9563302752293577,0.97,1.0,0.96,0.98,0.516904761904762,1746706500.2172565,,RandomForestClassifier,,,,,100,2,,5,4,1,,gini,False,,
FunctionTransformer,,,mitigation_rebalancing_features_normalization_classification,,True,,True,RobustScaler,CorrelationRemover,,,,0.75,SelectKBest,,6,3.814697265625e-06,already_evaluated,0.004105806350708008,0.9_0.9_0.99_0.9_0.98,0.52_0.54_0.5_0.52_0.52,0.01878490447998047,0.9344954128440367,0.98,1.0,0.94,0.98,0.5197619047619048,1746706500.2857122,,RandomForestClassifier,,,,,10,4,,4,1,3,,gini,True,,
SMOTE,,6,features_rebalancing_mitigation_normalization_classification,True,,True,,StandardScaler,LFR_wrapper,0.1,10,0.5,,FunctionTransformer,,,3.814697265625e-06,already_evaluated,0.07521891593933105,0.89_0.8_1.0_0.72_0.31,0.56_0.47_0.5_0.52_0.51,4.968379259109497,0.7427227409524843,0.83,0.98,0.77,0.95,0.5104761904761904,1746706500.3522677,distance,KNeighborsClassifier,,,7,,,,minkowski,,,,,,,,
FunctionTransformer,,,rebalancing_normalization_mitigation_features_classification,,,,,FunctionTransformer,CorrelationRemover,,,,0.25,FunctionTransformer,,,3.814697265625e-06,already_evaluated,0.005872106552124024,0.98_1.0_1.0_0.9_1.0,0.52_0.5_0.5_0.51_0.5,0.08074555397033692,0.9763636363636363,0.99,1.0,0.98,1.0,0.5059523809523809,1746706500.4217057,,RandomForestClassifier,,,,,50,2,,4,3,3,,entropy,True,,
NearMiss,4,,mitigation_features_normalization_rebalancing_classification,,,,,PowerTransformer,LFR_wrapper,0.1,10,0.1,,SelectKBest,,7,4.0531158447265625e-06,already_evaluated,0.008426952362060546,0.64_0.48_0.67_0.51_0.56,0.61_0.55_0.54_0.51_0.55,1.4096200466156006,0.5716144219155552,0.65,1.0,0.6,0.78,0.5507142857142858,1746706500.4899852,,MLPClassifier,adam,50,,20,,,,,,,adaptive,,,0.001,logistic
FunctionTransformer,,,rebalancing_mitigation_normalization_features_classification,,,,,MinMaxScaler,CorrelationRemover,,,,0.25,FunctionTransformer,,,3.5762786865234375e-06,already_evaluated,0.0705935001373291,0.63_0.93_0.82_0.76_0.74,0.63_0.67_0.6_0.6_0.6,0.003717851638793945,0.7779874510871357,0.91,0.92,0.89,0.92,0.6176190476190476,1746706500.5594904,uniform,KNeighborsClassifier,,,12,,,,minkowski,,,,,,,,
NearMiss,2,,rebalancing_normalization_mitigation_features_classification,,,,,FunctionTransformer,LFR_wrapper,0.5,200,0.1,,PCA,4,,5.0067901611328125e-06,already_evaluated,0.01058201789855957,0.81_0.48_0.69_0.81_0.0,0.62_0.55_0.54_0.55_0.53,6.8922483921051025,0.5599191923112377,0.7,0.99,0.62,0.85,0.5583333333333333,1746706500.6309235,,RandomForestClassifier,,,,,100,6,,2,4,5,,gini,False,,
FunctionTransformer,,,mitigation_rebalancing_features_normalization_classification,,,,,PowerTransformer,LFR_wrapper,0.1,10,1.0,,SelectKBest,,9,4.291534423828125e-06,already_evaluated,0.018501138687133788,1.0_1.0_0.97_1.0_0.97,0.5_0.5_0.5_0.5_0.52,1.1365944862365722,0.9880437999408109,0.99,1.0,1.0,0.99,0.5035714285714286,1746706500.703273,uniform,KNeighborsClassifier,,,15,,,,manhattan,,,,,,,,
FunctionTransformer,,,mitigation_features_rebalancing_normalization_classification,,,,,MinMaxScaler,CorrelationRemover,,,,0.25,PCA,4,,3.814697265625e-06,already_evaluated,0.0032730579376220705,1.0_1.0_1.0_1.0_1.0,0.5_0.5_0.5_0.5_0.5,0.019747304916381835,1.0,1.0,1.0,1.0,1.0,0.5,1746706500.7781498,,MLPClassifier,sgd,5,,1,,,,,,,invscaling,,,0.0001,logistic
SMOTE,,6,mitigation_features_normalization_rebalancing_classification,,,,,PowerTransformer,LFR_wrapper,2.0,100,1.0,,PCA,4,,4.76837158203125e-06,already_evaluated,0.007483005523681641,0.89_0.74_0.89_0.8_0.74,0.56_0.58_0.51_0.56_0.52,2.5148645877838134,0.811038556095221,0.84,0.98,0.86,0.93,0.5459523809523809,1746706500.857077,,MLPClassifier,adam,50,,10,,,,,,,constant,,,0.001,logistic
FunctionTransformer,,,mitigation_features_rebalancing_normalization_classification,,,,,MinMaxScaler,CorrelationRemover,,,,0.25,PCA,4,,5.9604644775390625e-06,already_evaluated,0.012331438064575196,0.81_0.89_0.95_0.87_0.84,0.54_0.57_0.51_0.6_0.57,0.004401111602783203,0.8712555810779321,0.95,0.96,0.94,0.92,0.5585714285714285,1746706500.9381738,uniform,KNeighborsClassifier,,,19,,,,manhattan,,,,,,,,
