rebalancing__type,rebalancing__n_neighbors,rebalancing__k_neighbors,prototype,normalization__with_std,normalization__with_scaling,normalization__with_mean,normalization__with_centering,normalization__type,mitigation__type,mitigation__reconstruct_weight,mitigation__n_prototypes,mitigation__fairness_weight,mitigation__alpha,features__type,features__n_components,features__k,eval__total_time,eval__status,eval__score_time,eval__flatten_equalized_odds_ratio,eval__flatten_balanced_accuracy,eval__fit_time,eval__equalized_odds_ratio,eval__by_group__male_single,eval__by_group__male_mar/wid,eval__by_group__male_div/sep,eval__by_group__female_div/dep/mar,eval__balanced_accuracy,eval__absolute_time,classification__weights,classification__type,classification__solver,classification__n_neurons,classification__n_neighbors,classification__n_hidden_layers,classification__n_estimators,classification__min_samples_split,classification__metric,classification__max_leaf_nodes,classification__max_features,classification__max_depth,classification__learning_rate,classification__criterion,classification__bootstrap,classification__alpha,classification__activation
FunctionTransformer,,,features_rebalancing_mitigation_normalization_classification,False,,True,,StandardScaler,FunctionTransformer,,,,,PCA,1,,8.344650268554688e-06,already_evaluated,0.011290502548217774,0.83_0.9_0.93_0.8_0.75,0.53_0.56_0.5_0.53_0.52,0.003555965423583984,0.8417241379310344,0.89,0.95,0.91,0.92,0.5278571428571428,1746694165.8064902,uniform,KNeighborsClassifier,,,17,,,,minkowski,,,,,,,,
NearMiss,2,,rebalancing_mitigation_features_normalization_classification,True,,True,,StandardScaler,LFR_wrapper,2.0,10,0.5,,FunctionTransformer,,,9.5367431640625e-06,already_evaluated,0.007274818420410156,0.42_0.31_0.45_0.58_0.0,0.61_0.55_0.5_0.51_0.54,1.7213593006134034,0.3528576741041244,0.53,0.95,0.43,0.74,0.5397619047619047,1746694165.8923688,,MLPClassifier,lbfgs,50,,1,,,,,,,constant,,,0.0001,logistic
NearMiss,3,,features_mitigation_normalization_rebalancing_classification,,,,,FunctionTransformer,FunctionTransformer,,,,,SelectKBest,,6,4.76837158203125e-06,already_evaluated,0.0032294750213623046,0.0_0.32_0.45_0.23_0.0,0.63_0.69_0.63_0.6_0.58,0.39407997131347655,0.2010678210678211,0.57,0.97,0.26,0.57,0.6245238095238095,1746694165.9752696,,MLPClassifier,adam,10,,20,,,,,,,constant,,,0.0001,logistic
SMOTE,,6,mitigation_features_normalization_rebalancing_classification,False,,False,,StandardScaler,CorrelationRemover,,,,1.0,FunctionTransformer,,,4.5299530029296875e-06,already_evaluated,0.02979617118835449,0.48_0.67_0.38_0.42_0.31,0.5_0.54_0.48_0.49_0.51,0.022736597061157226,0.4517787524366472,0.59,0.88,0.49,0.71,0.5054761904761904,1746694166.0602295,uniform,KNeighborsClassifier,,,12,,,,minkowski,,,,,,,,
SMOTE,,6,features_mitigation_normalization_rebalancing_classification,False,,False,,StandardScaler,CorrelationRemover,,,,0.75,FunctionTransformer,,,4.5299530029296875e-06,already_evaluated,0.027541160583496094,0.26_0.59_0.69_0.37_0.7,0.57_0.6_0.52_0.55_0.53,0.013095808029174805,0.5221616282823179,0.81,0.73,0.7,0.76,0.5530952380952381,1746694166.1461256,distance,KNeighborsClassifier,,,12,,,,minkowski,,,,,,,,
FunctionTransformer,,,rebalancing_normalization_mitigation_features_classification,,False,,True,RobustScaler,CorrelationRemover,,,,0.25,SelectKBest,,4,3.5762786865234375e-06,already_evaluated,0.005458450317382813,0.8_0.75_0.92_0.83_0.93,0.53_0.55_0.51_0.52_0.52,0.021266603469848634,0.8474889478337755,0.9,0.93,0.92,0.91,0.5273809523809524,1746694166.2314303,,RandomForestClassifier,,,,,10,4,,5,1,5,,gini,True,,
FunctionTransformer,,,rebalancing_features_normalization_mitigation_classification,True,,False,,StandardScaler,CorrelationRemover,,,,0.25,SelectKBest,,8,6.4373016357421875e-06,already_evaluated,0.005219554901123047,0.83_0.86_0.86_0.6_0.72,0.56_0.58_0.55_0.58_0.57,0.019162845611572266,0.7741871921182266,0.83,0.91,0.91,0.88,0.5688095238095239,1746694166.3205078,,RandomForestClassifier,,,,,10,4,,4,2,3,,entropy,False,,
SMOTE,,6,mitigation_normalization_rebalancing_features_classification,,,,,MinMaxScaler,CorrelationRemover,,,,1.0,FunctionTransformer,,,4.0531158447265625e-06,already_evaluated,0.028653573989868165,0.0_0.2_0.0_0.18_0.0,0.68_0.68_0.68_0.63_0.66,0.021109580993652344,0.07529137529137528,0.54,0.74,0.08,0.51,0.6661904761904761,1746694166.4117508,uniform,KNeighborsClassifier,,,10,,,,euclidean,,,,,,,,
NearMiss,3,,normalization_features_mitigation_rebalancing_classification,,,,,PowerTransformer,LFR_wrapper,0.5,10,1.0,,FunctionTransformer,,,1.1205673217773438e-05,already_evaluated,0.031535673141479495,0.73_0.48_0.48_0.29_0.37,0.52_0.55_0.66_0.54_0.52,0.686659860610962,0.47185185185185186,0.68,0.71,0.69,0.62,0.5569047619047619,1746694166.4935982,uniform,KNeighborsClassifier,,,16,,,,minkowski,,,,,,,,
FunctionTransformer,,,normalization_rebalancing_mitigation_features_classification,True,,True,,StandardScaler,FunctionTransformer,,,,,PCA,4,,5.0067901611328125e-06,already_evaluated,0.009099817276000977,0.31_1.0_1.0_0.78_1.0,0.62_0.5_0.5_0.59_0.5,0.14461226463317872,0.8176724137931035,0.92,1.0,0.83,0.93,0.5404761904761906,1746694166.5782793,,RandomForestClassifier,,,,,75,3,,3,4,2,,gini,False,,
FunctionTransformer,,,mitigation_normalization_rebalancing_features_classification,,,,,FunctionTransformer,LFR_wrapper,1.0,50,2.0,,FunctionTransformer,,,5.4836273193359375e-06,already_evaluated,0.006218624114990234,1.0_0.0_0.0_nan_nan,0.5_0.56_0.51_0.5_0.5,1.0582609176635742,-inf,0.56,0.67,0.33,0.77,0.5140476190476191,1746694166.664954,,MLPClassifier,adam,5,,20,,,,,,,constant,,,0.01,relu
NearMiss,3,,mitigation_normalization_features_rebalancing_classification,,False,,True,RobustScaler,FunctionTransformer,,,,,FunctionTransformer,,,8.821487426757812e-06,already_evaluated,0.06164593696594238,0.42_0.29_0.27_0.51_0.42,0.56_0.55_0.52_0.49_0.49,0.07980241775512695,0.3806948798328108,0.49,0.8,0.48,0.55,0.5207142857142857,1746694166.754136,uniform,KNeighborsClassifier,,,12,,,,minkowski,,,,,,,,
FunctionTransformer,,,rebalancing_features_normalization_mitigation_classification,,,,,MinMaxScaler,CorrelationRemover,,,,1.0,PCA,4,,1.1682510375976562e-05,already_evaluated,0,,,0,-inf,-inf,-inf,-inf,-inf,-inf,1746694166.8438244,,MLPClassifier,sgd,25,,10,,,,,,,adaptive,,,0.001,logistic
SMOTE,,7,mitigation_features_rebalancing_normalization_classification,,,,,FunctionTransformer,LFR_wrapper,1.0,10,0.1,,PCA,7,,8.58306884765625e-06,already_evaluated,0.007340669631958008,0.42_0.31_0.69_0.54_0.69,0.58_0.54_0.55_0.51_0.52,1.1979478359222413,0.5287947937795808,0.61,0.96,0.57,0.78,0.5399999999999999,1746694166.9444604,,MLPClassifier,adam,10,,1,,,,,,,adaptive,,,1e-05,logistic
SMOTE,,6,mitigation_normalization_features_rebalancing_classification,,,,,FunctionTransformer,CorrelationRemover,,,,0.75,PCA,6,,5.245208740234375e-06,already_evaluated,0.0028096675872802735,0.0_0.27_0.3_0.43_0.0,0.65_0.66_0.69_0.65_0.61,0.31417455673217776,0.20014629049111807,0.41,0.89,0.38,0.47,0.650952380952381,1746694167.0354874,,MLPClassifier,lbfgs,50,,1,,,,,,,adaptive,,,0.0001,tanh
FunctionTransformer,,,normalization_rebalancing_features_mitigation_classification,True,,True,,StandardScaler,LFR_wrapper,0.1,10,0.1,,PCA,3,,4.5299530029296875e-06,already_evaluated,0,,,0,-inf,-inf,-inf,-inf,-inf,-inf,1746694167.125551,,RandomForestClassifier,,,,,75,3,,4,1,2,,entropy,False,,
NearMiss,2,,features_rebalancing_mitigation_normalization_classification,,False,,True,RobustScaler,FunctionTransformer,,,,,FunctionTransformer,,,4.5299530029296875e-06,already_evaluated,0.035723304748535155,0.52_0.42_0.41_0.46_0.25,0.56_0.55_0.49_0.5_0.45,0.02771482467651367,0.4106769667114495,0.57,0.79,0.52,0.71,0.5107142857142858,1746694167.216395,distance,KNeighborsClassifier,,,16,,,,minkowski,,,,,,,,
NearMiss,2,,features_rebalancing_mitigation_normalization_classification,,,,,PowerTransformer,FunctionTransformer,,,,,FunctionTransformer,,,5.0067901611328125e-06,already_evaluated,0.026380205154418947,0.24_0.48_0.3_0.4_0.0,0.69_0.68_0.63_0.62_0.67,0.054601192474365234,0.2843290043290043,0.61,0.66,0.52,0.35,0.6592857142857143,1746694167.3070354,uniform,KNeighborsClassifier,,,9,,,,euclidean,,,,,,,,
FunctionTransformer,,,normalization_features_rebalancing_mitigation_classification,,,,,MinMaxScaler,FunctionTransformer,,,,,SelectKBest,,6,6.4373016357421875e-06,already_evaluated,0.005103874206542969,0.68_0.38_0.36_0.65_0.52,0.67_0.61_0.64_0.65_0.6,0.4001304149627686,0.5158705088015433,0.73,0.88,0.71,0.73,0.635952380952381,1746694167.405624,,MLPClassifier,lbfgs,5,,20,,,,,,,constant,,,1e-05,logistic
FunctionTransformer,,,features_mitigation_rebalancing_normalization_classification,,,,,PowerTransformer,LFR_wrapper,0.1,50,1.0,,SelectKBest,,6,4.76837158203125e-06,already_evaluated,0,,,0,-inf,-inf,-inf,-inf,-inf,-inf,1746694167.5093656,uniform,KNeighborsClassifier,,,12,,,,manhattan,,,,,,,,
FunctionTransformer,,,features_mitigation_normalization_rebalancing_classification,,,,,MinMaxScaler,FunctionTransformer,,,,,PCA,5,,1.3113021850585938e-05,already_evaluated,0.0042188167572021484,1.0_1.0_1.0_1.0_1.0,0.5_0.5_0.5_0.5_0.5,0.18700428009033204,1.0,1.0,1.0,1.0,1.0,0.5,1746694167.6127627,,MLPClassifier,sgd,5,,20,,,,,,,adaptive,,,0.01,tanh
FunctionTransformer,,,mitigation_normalization_features_rebalancing_classification,True,,False,,StandardScaler,CorrelationRemover,,,,0.75,SelectKBest,,2,1.4066696166992188e-05,already_evaluated,0.0039028167724609376,0.37_0.65_0.84_0.46_0.52,0.65_0.58_0.54_0.61_0.62,0.15433249473571778,0.567673261402844,0.78,0.81,0.7,0.8,0.5985714285714285,1746694167.7189763,,MLPClassifier,lbfgs,25,,1,,,,,,,constant,,,0.001,logistic
FunctionTransformer,,,rebalancing_features_normalization_mitigation_classification,,True,,True,RobustScaler,LFR_wrapper,0.1,10,0.1,,PCA,4,,4.5299530029296875e-06,already_evaluated,0,,,0,-inf,-inf,-inf,-inf,-inf,-inf,1746694167.8241515,,MLPClassifier,adam,10,,1,,,,,,,invscaling,,,0.01,relu
NearMiss,3,,normalization_features_rebalancing_mitigation_classification,,,,,FunctionTransformer,LFR_wrapper,0.1,10,0.1,,SelectKBest,,6,4.5299530029296875e-06,already_evaluated,0,,,0,-inf,-inf,-inf,-inf,-inf,-inf,1746694167.932936,,MLPClassifier,lbfgs,5,,1,,,,,,,constant,,,0.0001,logistic
FunctionTransformer,,,features_normalization_rebalancing_mitigation_classification,,,,,MinMaxScaler,FunctionTransformer,,,,,PCA,1,,9.775161743164062e-06,already_evaluated,0.0038779735565185546,1.0_1.0_1.0_1.0_1.0,0.5_0.5_0.5_0.5_0.5,0.17016725540161132,1.0,1.0,1.0,1.0,1.0,0.5,1746694168.0409381,,MLPClassifier,sgd,25,,5,,,,,,,constant,,,1e-05,relu
SMOTE,,7,rebalancing_features_normalization_mitigation_classification,,,,,FunctionTransformer,CorrelationRemover,,,,0.25,PCA,4,,5.4836273193359375e-06,already_evaluated,0,,,0,-inf,-inf,-inf,-inf,-inf,-inf,1746694168.155168,,MLPClassifier,sgd,5,,5,,,,,,,constant,,,0.001,relu
NearMiss,2,,mitigation_rebalancing_features_normalization_classification,,,,,FunctionTransformer,CorrelationRemover,,,,0.5,FunctionTransformer,,,5.9604644775390625e-06,already_evaluated,0.0028632640838623046,0.0_0.6_0.15_0.34_0.0,0.69_0.66_0.66_0.64_0.58,0.15191874504089356,0.21831616659202863,0.51,0.95,0.38,0.54,0.6464285714285716,1746694168.2711725,,MLPClassifier,lbfgs,5,,1,,,,,,,constant,,,1e-05,relu
SMOTE,,8,features_normalization_rebalancing_mitigation_classification,,,,,FunctionTransformer,FunctionTransformer,,,,,SelectKBest,,3,4.5299530029296875e-06,already_evaluated,0.0030191898345947265,0.28_0.71_0.25_0.41_0.64,0.68_0.65_0.5_0.56_0.53,0.004691553115844726,0.45905978227817307,0.63,0.68,0.72,0.64,0.5819047619047619,1746694168.381005,distance,KNeighborsClassifier,,,4,,,,minkowski,,,,,,,,
FunctionTransformer,,,mitigation_normalization_features_rebalancing_classification,,True,,True,RobustScaler,CorrelationRemover,,,,1.0,SelectKBest,,2,5.0067901611328125e-06,already_evaluated,0.0034501075744628905,0.36_0.71_0.74_0.64_0.28,0.64_0.59_0.59_0.61_0.59,0.06457357406616211,0.5469590237348858,0.84,0.76,0.62,0.86,0.602857142857143,1746694168.492085,,MLPClassifier,lbfgs,5,,1,,,,,,,constant,,,0.01,logistic
NearMiss,2,,rebalancing_normalization_mitigation_features_classification,False,,False,,StandardScaler,LFR_wrapper,1.0,100,0.1,,FunctionTransformer,,,5.9604644775390625e-06,already_evaluated,0.007731962203979492,nan_nan_nan_0.0_nan,0.5_0.5_0.5_0.47_0.5,2.0474816799163817,-inf,0.04,1.0,0.0,0.61,0.4935714285714286,1746694168.605056,,MLPClassifier,sgd,5,,20,,,,,,,adaptive,,,0.01,tanh
NearMiss,4,,features_rebalancing_mitigation_normalization_classification,,,,,FunctionTransformer,LFR_wrapper,0.1,10,0.1,,SelectKBest,,9,3.5762786865234375e-06,already_evaluated,0.0041140556335449215,1.0_1.0_1.0_1.0_1.0,0.5_0.5_0.5_0.5_0.5,1.275868558883667,1.0,1.0,1.0,1.0,1.0,0.5,1746694168.7176597,,MLPClassifier,sgd,5,,5,,,,,,,invscaling,,,0.001,logistic
SMOTE,,6,rebalancing_features_mitigation_normalization_classification,,,,,FunctionTransformer,LFR_wrapper,0.1,10,0.1,,FunctionTransformer,,,3.5762786865234375e-06,already_evaluated,0.00742182731628418,0.62_0.58_0.76_1.0_0.25,0.46_0.55_0.53_0.5_0.51,1.2632340908050537,0.6433908045977011,0.68,1.0,0.69,0.81,0.5095238095238095,1746694168.8325994,,MLPClassifier,lbfgs,25,,5,,,,,,,constant,,,0.001,relu
FunctionTransformer,,,mitigation_rebalancing_normalization_features_classification,,,,,MinMaxScaler,LFR_wrapper,2.0,200,1.0,,PCA,4,,4.291534423828125e-06,already_evaluated,0.007641792297363281,1.0_1.0_0.97_0.83_0.9,0.5_0.5_0.5_0.52_0.53,0.9704926967620849,0.9379310344827587,0.94,1.0,0.97,0.97,0.5107142857142857,1746694168.950545,,MLPClassifier,lbfgs,10,,5,,,,,,,constant,,,0.0001,logistic
FunctionTransformer,,,features_normalization_mitigation_rebalancing_classification,,,,,MinMaxScaler,FunctionTransformer,,,,,PCA,5,,1.239776611328125e-05,already_evaluated,0.003962850570678711,1.0_1.0_1.0_1.0_1.0,0.5_0.5_0.5_0.5_0.5,0.03201909065246582,1.0,1.0,1.0,1.0,1.0,0.5,1746694169.0699096,,MLPClassifier,sgd,5,,20,,,,,,,invscaling,,,1e-05,tanh
FunctionTransformer,,,normalization_mitigation_features_rebalancing_classification,,,,,PowerTransformer,CorrelationRemover,,,,0.5,FunctionTransformer,,,4.76837158203125e-06,already_evaluated,0.058632278442382814,0.57_0.53_0.55_0.8_0.68,0.63_0.63_0.6_0.62_0.56,0.02081913948059082,0.6262057191634656,0.78,0.79,0.81,0.77,0.6085714285714285,1746694169.1879034,distance,KNeighborsClassifier,,,6,,,,euclidean,,,,,,,,
FunctionTransformer,,,normalization_features_mitigation_rebalancing_classification,,,,,PowerTransformer,LFR_wrapper,2.0,100,0.5,,SelectKBest,,9,9.5367431640625e-06,already_evaluated,0.021843576431274415,0.73_0.5_0.52_0.76_0.42,0.62_0.57_0.51_0.55_0.66,0.6063447952270508,0.5852739214808179,0.79,0.86,0.62,0.77,0.5807142857142857,1746694169.3104868,uniform,KNeighborsClassifier,,,12,,,,minkowski,,,,,,,,
FunctionTransformer,,,normalization_mitigation_features_rebalancing_classification,,,,,PowerTransformer,CorrelationRemover,,,,0.75,PCA,4,,4.76837158203125e-06,already_evaluated,0.007088518142700196,0.93_1.0_1.0_0.99_0.79,0.51_0.5_0.5_0.5_0.56,0.0667503833770752,0.9423275862068966,0.94,1.0,0.97,0.96,0.5128571428571428,1746694169.437899,,RandomForestClassifier,,,,,25,4,,5,2,5,,entropy,False,,
FunctionTransformer,,,mitigation_features_normalization_rebalancing_classification,,,,,FunctionTransformer,CorrelationRemover,,,,0.5,PCA,5,,4.291534423828125e-06,already_evaluated,0.0033879756927490236,0.76_0.75_0.75_0.76_0.5,0.55_0.53_0.53_0.57_0.51,0.003361225128173828,0.703448275862069,0.8,0.92,0.76,0.86,0.5357142857142857,1746694169.5606973,distance,KNeighborsClassifier,,,12,,,,manhattan,,,,,,,,
FunctionTransformer,,,features_mitigation_normalization_rebalancing_classification,True,,True,,StandardScaler,FunctionTransformer,,,,,PCA,4,,5.245208740234375e-06,already_evaluated,0.005242919921875,0.86_0.95_0.99_0.83_1.0,0.55_0.5_0.5_0.52_0.5,0.03884449005126953,0.9273701298701298,0.95,1.0,0.97,0.95,0.5140476190476191,1746694169.6885905,,RandomForestClassifier,,,,,25,4,,5,1,3,,entropy,False,,
NearMiss,2,,normalization_rebalancing_mitigation_features_classification,,,,,PowerTransformer,FunctionTransformer,,,,,FunctionTransformer,,,5.245208740234375e-06,already_evaluated,0.005784749984741211,0.0_0.32_0.34_0.58_0.38,0.71_0.68_0.61_0.64_0.63,0.41591901779174806,0.3240981240981241,0.64,0.9,0.49,0.41,0.6557142857142857,1746694169.8265607,,MLPClassifier,adam,25,,5,,,,,,,constant,,,0.001,logistic
SMOTE,,6,rebalancing_mitigation_normalization_features_classification,,,,,PowerTransformer,FunctionTransformer,,,,,FunctionTransformer,,,4.5299530029296875e-06,already_evaluated,0.0050030708312988285,0.0_0.48_0.23_0.4_0.23,0.68_0.67_0.65_0.68_0.63,0.482650089263916,0.26614718614718613,0.65,0.72,0.44,0.47,0.6633333333333333,1746694169.949629,,MLPClassifier,adam,5,,5,,,,,,,constant,,,0.0001,logistic
FunctionTransformer,,,rebalancing_normalization_features_mitigation_classification,,,,,PowerTransformer,CorrelationRemover,,,,0.5,FunctionTransformer,,,9.059906005859375e-06,already_evaluated,0.006642198562622071,0.69_0.77_0.64_0.73_0.66,0.62_0.6_0.61_0.63_0.58,0.5479443550109864,0.6966361224981913,0.73,0.88,0.94,0.75,0.6083333333333334,1746694170.0753047,,MLPClassifier,adam,25,,10,,,,,,,invscaling,,,1e-05,logistic
FunctionTransformer,,,normalization_rebalancing_mitigation_features_classification,True,,False,,StandardScaler,LFR_wrapper,0.1,10,0.1,,SelectKBest,,7,5.0067901611328125e-06,already_evaluated,0.010161113739013673,1.0_1.0_1.0_1.0_1.0,0.5_0.5_0.5_0.5_0.5,0.6522581577301025,1.0,1.0,1.0,1.0,1.0,0.5,1746694170.2191694,,MLPClassifier,adam,10,,10,,,,,,,constant,,,0.01,tanh
SMOTE,,8,mitigation_rebalancing_normalization_features_classification,,,,,FunctionTransformer,LFR_wrapper,2.0,50,0.1,,SelectKBest,,4,9.059906005859375e-06,already_evaluated,0.008597040176391601,0.85_0.83_1.0_0.83_0.85,0.53_0.49_0.5_0.51_0.51,0.9611002445220947,0.8742735042735044,0.94,0.98,0.88,0.92,0.5076190476190476,1746694170.3470669,distance,KNeighborsClassifier,,,20,,,,euclidean,,,,,,,,
NearMiss,2,,features_rebalancing_normalization_mitigation_classification,True,,True,,StandardScaler,FunctionTransformer,,,,,FunctionTransformer,,,4.5299530029296875e-06,already_evaluated,0.0042644977569580075,0.0_0.4_0.0_0.48_0.0,0.7_0.68_0.68_0.63_0.65,0.27010178565979004,0.1759168035030104,0.55,0.96,0.29,0.3,0.6669047619047619,1746694170.4887152,,MLPClassifier,adam,5,,10,,,,,,,invscaling,,,0.0001,tanh
FunctionTransformer,,,normalization_features_mitigation_rebalancing_classification,False,,False,,StandardScaler,LFR_wrapper,1.0,10,0.5,,SelectKBest,,6,5.0067901611328125e-06,already_evaluated,0,,,0,-inf,-inf,-inf,-inf,-inf,-inf,1746694170.6196928,,MLPClassifier,lbfgs,10,,20,,,,,,,constant,,,0.001,logistic
FunctionTransformer,,,rebalancing_features_normalization_mitigation_classification,,True,,True,RobustScaler,LFR_wrapper,2.0,200,0.1,,PCA,4,,5.0067901611328125e-06,already_evaluated,0,,,0,-inf,-inf,-inf,-inf,-inf,-inf,1746694170.7497156,,MLPClassifier,adam,10,,5,,,,,,,invscaling,,,0.0001,logistic
FunctionTransformer,,,mitigation_features_rebalancing_normalization_classification,True,,False,,StandardScaler,LFR_wrapper,0.1,10,0.1,,SelectKBest,,6,5.0067901611328125e-06,already_evaluated,0.0078277587890625,0.86_1.0_1.0_0.83_0.9,0.54_0.5_0.5_0.52_0.53,1.7489243984222411,0.9172413793103449,0.92,1.0,0.97,0.96,0.518095238095238,1746694170.8796608,,MLPClassifier,lbfgs,50,,5,,,,,,,adaptive,,,0.001,logistic
FunctionTransformer,,,normalization_rebalancing_features_mitigation_classification,,,,,MinMaxScaler,FunctionTransformer,,,,,PCA,4,,4.76837158203125e-06,already_evaluated,0.004781246185302734,0.69_0.6_0.78_0.38_0.29,0.56_0.58_0.57_0.57_0.61,0.06975631713867188,0.5455023976299868,0.97,0.7,0.61,0.75,0.5780952380952381,1746694171.014041,,MLPClassifier,lbfgs,5,,1,,,,,,,constant,,,0.0001,logistic
FunctionTransformer,,,mitigation_features_normalization_rebalancing_classification,True,,True,,StandardScaler,LFR_wrapper,1.0,10,2.0,,PCA,5,,7.867813110351562e-06,already_evaluated,0.008560848236083985,1.0_1.0_0.97_0.93_0.91,0.5_0.5_0.5_0.49_0.53,1.0566607475280763,0.9606359158083297,0.98,0.99,1.0,0.98,0.5054761904761904,1746694171.1470804,,RandomForestClassifier,,,,,10,4,,4,2,3,,gini,True,,
FunctionTransformer,,,features_mitigation_rebalancing_normalization_classification,True,,False,,StandardScaler,FunctionTransformer,,,,,SelectKBest,,6,7.3909759521484375e-06,already_evaluated,0.0042437553405761715,1.0_1.0_0.28_1.0_1.0,0.5_0.5_0.66_0.5_0.5,0.022331428527832032,0.8568181818181818,0.96,1.0,0.86,0.86,0.5319047619047619,1746694171.2970672,,MLPClassifier,lbfgs,5,,1,,,,,,,constant,,,0.0001,logistic
SMOTE,,7,rebalancing_mitigation_features_normalization_classification,,,,,FunctionTransformer,CorrelationRemover,,,,0.25,FunctionTransformer,,,3.814697265625e-06,already_evaluated,0.027152633666992186,0.6_0.64_0.25_0.41_0.45,0.58_0.53_0.53_0.53_0.55,0.01036539077758789,0.470704575596817,0.64,0.76,0.71,0.65,0.5464285714285714,1746694171.4303293,distance,KNeighborsClassifier,,,8,,,,minkowski,,,,,,,,
FunctionTransformer,,,mitigation_rebalancing_features_normalization_classification,,,,,FunctionTransformer,FunctionTransformer,,,,,FunctionTransformer,,,5.245208740234375e-06,already_evaluated,0.030959606170654297,0.75_0.9_0.9_0.8_0.66,0.54_0.57_0.5_0.53_0.52,0.001178598403930664,0.8013103448275862,0.87,0.85,0.85,0.87,0.53,1746694171.563497,uniform,KNeighborsClassifier,,,11,,,,minkowski,,,,,,,,
FunctionTransformer,,,features_normalization_rebalancing_mitigation_classification,,,,,PowerTransformer,LFR_wrapper,0.1,10,0.1,,PCA,4,,9.298324584960938e-06,already_evaluated,0,,,0,-inf,-inf,-inf,-inf,-inf,-inf,1746694171.6968563,,MLPClassifier,lbfgs,5,,10,,,,,,,constant,,,0.0001,logistic
FunctionTransformer,,,normalization_rebalancing_mitigation_features_classification,,,,,MinMaxScaler,FunctionTransformer,,,,,FunctionTransformer,,,5.245208740234375e-06,already_evaluated,0.004647397994995117,0.36_0.42_0.25_0.55_0.42,0.6_0.64_0.6_0.57_0.64,0.11779232025146484,0.397979797979798,0.76,0.93,0.43,0.7,0.6109523809523809,1746694171.8319862,,MLPClassifier,lbfgs,10,,1,,,,,,,constant,,,0.0001,logistic
NearMiss,3,,normalization_features_rebalancing_mitigation_classification,,True,,False,RobustScaler,LFR_wrapper,0.5,100,0.1,,FunctionTransformer,,,4.76837158203125e-06,already_evaluated,0.013020515441894531,1.0_0.97_1.0_1.0_0.9,0.5_0.51_0.5_0.5_0.48,1.6141156196594237,0.9733333333333334,0.97,1.0,1.0,0.99,0.4978571428571429,1746694171.9693935,,MLPClassifier,adam,10,,10,,,,,,,adaptive,,,0.001,logistic
FunctionTransformer,,,rebalancing_normalization_features_mitigation_classification,,False,,False,RobustScaler,LFR_wrapper,0.1,10,0.1,,SelectKBest,,10,4.0531158447265625e-06,already_evaluated,0.012791824340820313,1.0_0.95_0.75_1.0_0.9,0.5_0.5_0.51_0.5_0.53,0.733599853515625,0.9197865353037766,0.98,1.0,0.95,0.97,0.5088095238095238,1746694172.105506,,RandomForestClassifier,,,,,10,4,,4,2,3,,gini,True,,
FunctionTransformer,,,normalization_mitigation_rebalancing_features_classification,,,,,PowerTransformer,FunctionTransformer,,,,,SelectKBest,,2,3.814697265625e-06,already_evaluated,0.006024980545043945,0.68_0.62_0.75_0.6_0.72,0.67_0.6_0.56_0.63_0.55,0.03364691734313965,0.6735619552860932,0.7,0.85,0.84,0.84,0.6033333333333333,1746694172.244389,,RandomForestClassifier,,,,,10,4,,4,2,3,,gini,True,,
FunctionTransformer,,,features_normalization_rebalancing_mitigation_classification,,,,,MinMaxScaler,FunctionTransformer,,,,,SelectKBest,,6,3.814697265625e-06,already_evaluated,0.0038700103759765625,1.0_1.0_0.68_1.0_1.0,0.5_0.5_0.64_0.5_0.5,0.02480626106262207,0.9363636363636363,0.96,1.0,0.98,0.94,0.5283333333333333,1746694172.3814046,,MLPClassifier,lbfgs,5,,1,,,,,,,adaptive,,,1e-05,logistic
FunctionTransformer,,,rebalancing_mitigation_normalization_features_classification,,,,,MinMaxScaler,FunctionTransformer,,,,,FunctionTransformer,,,1.0967254638671875e-05,already_evaluated,0.004378652572631836,0.36_0.78_0.78_0.46_0.6,0.56_0.59_0.68_0.64_0.56,0.08501725196838379,0.5968884605316389,0.82,0.84,0.7,0.84,0.6059523809523808,1746694172.5282166,,MLPClassifier,lbfgs,5,,1,,,,,,,constant,,,0.0001,logistic
FunctionTransformer,,,normalization_features_rebalancing_mitigation_classification,,,,,FunctionTransformer,FunctionTransformer,,,,,PCA,5,,7.867813110351562e-06,already_evaluated,0.0026860713958740236,1.0_1.0_1.0_1.0_1.0,0.5_0.5_0.5_0.5_0.5,0.061178731918334964,1.0,1.0,1.0,1.0,1.0,0.5,1746694172.671236,,MLPClassifier,sgd,50,,1,,,,,,,constant,,,0.001,logistic
FunctionTransformer,,,features_normalization_rebalancing_mitigation_classification,False,,False,,StandardScaler,CorrelationRemover,,,,1.0,SelectKBest,,3,4.76837158203125e-06,already_evaluated,0.005229043960571289,0.75_0.81_1.0_1.0_1.0,0.55_0.52_0.5_0.5_0.5,0.3378777503967285,0.9119047619047619,0.95,1.0,0.92,0.94,0.5147619047619048,1746694172.8131256,,MLPClassifier,sgd,10,,20,,,,,,,constant,,,0.001,logistic
SMOTE,,8,features_mitigation_normalization_rebalancing_classification,,,,,PowerTransformer,FunctionTransformer,,,,,FunctionTransformer,,,4.76837158203125e-06,already_evaluated,0.005515050888061523,0.0_0.42_0.14_0.52_0.44,0.65_0.55_0.6_0.66_0.58,0.10194077491760253,0.3028441558441558,0.71,0.9,0.56,0.38,0.6064285714285715,1746694172.9555826,,MLPClassifier,sgd,25,,5,,,,,,,invscaling,,,0.01,relu
